,course_name,course_rating,earn_skills,course_link,institution,metadata
165,Pharmacy Technician Fundamentals,4.8,"Skills you'll gain: Communication, Leadership and Management",https://www.coursera.org/specializations/pharmacy-technician-fundamentals,MedCerts,Beginner Specialization 3 - 6 Months
166,Bookkeeping Basics,4.8,"Skills you'll gain: Accounting, General Accounting, Accounting Software, Finance",https://www.coursera.org/learn/bookkeeping-basics,Intuit,Beginner Course 1 - 4 Weeks
167,Introduction to Programming with Python and Java,4.8,"Skills you'll gain: Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",https://www.coursera.org/specializations/programming-python-java,University of Pennsylvania,Beginner Specialization 3 - 6 Months
168,Process Data from Dirty to Clean,4.8,"Skills you'll gain: Data Analysis, SQL, Spreadsheet Software, General Statistics, Databases, Extract, Transform, Load, Microsoft Excel",https://www.coursera.org/learn/process-data,Google,Beginner Course 1 - 3 Months
169,Improve Your English Communication Skills,4.8,"Skills you'll gain: Communication, Writing, Business Communication, Professional Development",https://www.coursera.org/specializations/improve-english,Georgia Institute of Technology,Beginner Specialization 3 - 6 Months
170,Connected Leadership,4.8,"Skills you'll gain: Leadership and Management, Change Management, People Management, Process Analysis",https://www.coursera.org/learn/connected-leadership,Yale University,Beginner Course 1 - 3 Months
171,Genomic Data Science,4.8,"Skills you'll gain: Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Algorithms, Computer Programming Tools, Data Analysis Software, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Basic Descriptive Statistics, Correlation And Dependence",https://www.coursera.org/specializations/genomic-data-science,Johns Hopkins University,Intermediate Specialization 3 - 6 Months
172,Meta Marketing Analytics,4.8,"Skills you'll gain: Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software",https://www.coursera.org/professional-certificates/facebook-marketing-analytics,Meta,Beginner Professional Certificate 3 - 6 Months
173,Salesforce Sales Operations,4.8,"Skills you'll gain: Sales, Customer Relationship Management, Salesforce, Sales Systems, Account Management, Business Process Management, Customer Success, Leadership and Management, Marketing, Operations Management, Strategy, Strategy and Operations, B2B Sales, Databases, Business Analysis, Data Visualization, Data Visualization Software",https://www.coursera.org/professional-certificates/salesforce-sales-operations,Salesforce,Beginner Professional Certificate 3 - 6 Months
174,Think like a CFO,4.8,"Skills you'll gain: Finance, Financial Accounting, Accounting, Investment Management, Financial Management, Financial Analysis, Leadership and Management, Risk Management, Business Analysis, Market Analysis, Management Accounting",https://www.coursera.org/specializations/thinklikeacfo,IESE Business School,Beginner Specialization 3 - 6 Months
175,ChatGPT Advanced Data Analysis,4.8,Skills you'll gain: Data Analysis,https://www.coursera.org/learn/chatgpt-advanced-data-analysis,Vanderbilt University,Beginner Course 1 - 3 Months
176,Geographic Information Systems (GIS),4.8,"Skills you'll gain: ArcGIS, Data Analysis, Data Visualization, GIS Software, Spatial Analysis, Spatial Data Analysis, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization, Leadership and Management",https://www.coursera.org/specializations/gis,"University of California, Davis",Beginner Specialization 3 - 6 Months
177,Generative Adversarial Networks (GANs),4.8,"Skills you'll gain: Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, General Statistics, Probability & Statistics, Problem Solving",https://www.coursera.org/specializations/generative-adversarial-networks-gans,DeepLearning.AI,Intermediate Specialization 1 - 3 Months
178,Data Analysis and Presentation Skills: the PwC Approach,4.8,"Skills you'll gain: Data Analysis, Business Analysis, Data Management, Data Visualization, Microsoft Excel, Data Analysis Software, Spreadsheet Software, Problem Solving, Statistical Analysis, Interactive Data Visualization, Data Structures, Financial Analysis, Statistical Visualization, Extract, Transform, Load, Data Model, Data Visualization Software, Exploratory Data Analysis, General Statistics, Big Data, Critical Thinking, Professional Development, Decision Making, Communication, Leadership and Management, Business Communication, Storytelling, Forecasting, Visual Design, Planning",https://www.coursera.org/specializations/pwc-analytics,PwC,Beginner Specialization 3 - 6 Months
179,"NoSQL, Big Data, and Spark Foundations",4.8,"Skills you'll gain: Apache, Big Data, Data Management, Databases, Extract, Transform, Load, Distributed Computing Architecture, NoSQL, Cloud Computing, Data Model, SQL, Machine Learning, Database Administration, Database Design, Cloud Applications, Cloud Storage, Database Theory, Data Warehousing, Kubernetes, Data Analysis Software",https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,IBM,Beginner Specialization 3 - 6 Months
180,Crash Course on Python,4.8,"Skills you'll gain: Computer Programming, Data Structures, Problem Solving, Python Programming",https://www.coursera.org/learn/python-crash-course,Google,Beginner Course 1 - 3 Months
181,Leadership Skills,4.8,"Skills you'll gain: Communication, Leadership and Management, People Management",https://www.coursera.org/learn/leadershipskills,IIMA - IIM Ahmedabad,Beginner Course 1 - 3 Months
182,Operating Systems and You: Becoming a Power User,4.8,"Skills you'll gain: Linux, Leadership and Management, Operating Systems",https://www.coursera.org/learn/os-power-user,Google,Beginner Course 1 - 3 Months
183,Project Execution: Running the Project,4.8,"Skills you'll gain: Leadership and Management, Communication, Project Management, Strategy and Operations, Business Communication, Collaboration, Risk Management, Planning",https://www.coursera.org/learn/project-execution-google,Google,Beginner Course 1 - 3 Months
184,Business Strategy,4.8,"Skills you'll gain: Strategy, Strategy and Operations, Leadership and Management, Entrepreneurship, Marketing, Sales, Market Analysis, Business Development, Business Analysis, Business Transformation, Finance, Investment Management, Organizational Development, Planning, Product Strategy, Business Design, Research and Design",https://www.coursera.org/specializations/business-strategy,University of Virginia,Beginner Specialization 3 - 6 Months
185,Data Science,4.8,"Skills you'll gain: R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Plot (Graphics), Regression, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Estimation, Extract, Transform, Load, Probability Distribution, Databases, Computer Graphics, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Product Development, Web Development",https://www.coursera.org/specializations/jhu-data-science,Johns Hopkins University,Beginner Specialization 3 - 6 Months
186,Foundations of Management,4.8,"Skills you'll gain: Leadership and Management, Accounting, Financial Accounting, Communication, Customer Analysis, Design and Product, Human Resources, Market Analysis, Marketing, Strategy and Operations, Finance, Financial Management, Leadership Development, Marketing Design, Product Marketing, Strategy, Employee Relations, Management Accounting, People Development, People Management, Business Psychology, Collaboration, Culture, Financial Analysis",https://www.coursera.org/specializations/foundations-management,IESE Business School,Beginner Specialization 3 - 6 Months
187,Financial Engineering and Risk Management,4.8,"Skills you'll gain: Finance, Risk Management, Probability & Statistics, Leadership and Management, Mathematics, Investment Management, Securities Sales, Securities Trading, Computer Programming",https://www.coursera.org/specializations/financialengineering,Columbia University,Intermediate Specialization 3 - 6 Months
188,Mergers and Acquisitions,4.8,"Skills you'll gain: Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes",https://www.coursera.org/specializations/mergersandacquisitions,University of Illinois at Urbana-Champaign,Intermediate Specialization 3 - 6 Months
189,Keller Williams Real Estate Agent,4.8,Skills you'll gain: Negotiation,https://www.coursera.org/professional-certificates/keller-williams-real-estate-agent,Keller Williams,Beginner Professional Certificate 3 - 6 Months
190,Microsoft Azure Data Engineering Associate (DP-203),4.8,"Skills you'll gain: Data Management, Microsoft Azure, Extract, Transform, Load, Cloud Computing, Big Data, Data Warehousing, Cloud-Based Integration, Cloud Storage, Data Architecture, Cloud Engineering, Cloud Platforms, Databases, SQL, Data Analysis, Data Structures, Cloud Infrastructure, Distributed Computing Architecture, Cloud Management, Warehouse Management, Leadership and Management, Store Management, Continuous Delivery, Operational Analysis, Data Visualization",https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering,Microsoft,Intermediate Professional Certificate 3 - 6 Months
191,The Business of Health Care,4.8,"Skills you'll gain: Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, Account Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",https://www.coursera.org/specializations/healthcare-administration-management,University of Pennsylvania,Beginner Specialization 3 - 6 Months
192,OKR Certification: Leadership and Goal Setting,4.9,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Transformation, Communication, Organizational Development, Professional Development, Critical Thinking, Leadership Development, Performance Management, Planning",https://www.coursera.org/learn/okr,Measure What Matters,Beginner Course 1 - 4 Weeks
193,Microsoft Azure Fundamentals AZ-900 Exam Prep,4.9,"Skills you'll gain: Cloud Computing, Microsoft Azure, Cloud Management, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Network Security, Cloud Engineering, Cloud Standards, DevOps, Leadership and Management, System Security, Cloud Storage, Machine Learning, Software As A Service, Cloud-Based Integration, Software Security, Data Management, Network Architecture, Other Cloud Platforms and Tools, Regulations and Compliance, Security Software, Account Management, Databases",https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,Microsoft,Beginner Specialization 3 - 6 Months
194,Python 3 Programming,4.9,"Skills you'll gain: Python Programming, Computer Programming, Problem Solving",https://www.coursera.org/specializations/python-3-programming,University of Michigan,Beginner Specialization 3 - 6 Months
195,Human Resource Management: HR for People Managers,4.9,"Skills you'll gain: Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, People Analysis, Training, Benefits, Business Analysis, Culture",https://www.coursera.org/specializations/human-resource-management,University of Minnesota,Beginner Specialization 3 - 6 Months
196,"HTML, CSS, and Javascript for Web Developers",4.9,"Skills you'll gain: Front-End Web Development, HTML and CSS, Javascript, Web Development",https://www.coursera.org/learn/html-css-javascript-for-web-developers,Johns Hopkins University,Mixed Course 1 - 3 Months
197,"Unsupervised Learning, Recommenders, Reinforcement Learning",4.9,"Skills you'll gain: Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Mathematics, Reinforcement Learning, Statistical Machine Learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,DeepLearning.AI,Beginner Course 1 - 4 Weeks
198,Psychological First Aid,4.9,,https://www.coursera.org/learn/psychological-first-aid,Johns Hopkins University,Mixed Course 1 - 3 Months
199,Programming for Everybody (Getting Started with Python),4.9,"Skills you'll gain: Computational Logic, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",https://www.coursera.org/learn/python,University of Michigan,Beginner Course 1 - 3 Months
200,Applied Data Science with R,4.9,"Skills you'll gain: Data Analysis, R Programming, Computer Programming, Statistical Programming, Data Management, Data Visualization, Databases, Exploratory Data Analysis, Statistical Analysis, Data Analysis Software, Data Structures, Plot (Graphics), Statistical Visualization, Basic Descriptive Statistics, Interactive Data Visualization, SQL, Database Application, Extract, Transform, Load, General Statistics, Visualization (Computer Graphics), Programming Principles, Database Administration, Database Design, Database Theory, Computer Programming Tools, Correlation And Dependence, Visual Design, Statistical Tests, Data Science",https://www.coursera.org/specializations/applied-data-science-r,IBM,Beginner Specialization 3 - 6 Months
201,Data Science: Foundations using R,4.9,"Skills you'll gain: Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",https://www.coursera.org/specializations/data-science-foundations-r,Johns Hopkins University,Beginner Specialization 3 - 6 Months
202,Fundamentals of Project Planning and Management,4.9,"Skills you'll gain: Project Management, Strategy and Operations, Leadership and Management, Planning",https://www.coursera.org/learn/uva-darden-project-management,University of Virginia,Beginner Course 1 - 4 Weeks
203,People and Soft Skills for Professional and Personal Success,4.9,"Skills you'll gain: Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,IBM,Beginner Specialization 1 - 3 Months
204,Tools for Data Science,4.5,"Skills you'll gain: Data Science, R Programming, Cloud Computing, Computer Programming, IBM Cloud, Python Programming",https://www.coursera.org/learn/open-source-tools-for-data-science,IBM,Beginner Course 1 - 3 Months
205,"Assets, Threats, and Vulnerabilities",4.5,"Skills you'll gain: Cryptography, Linux",https://www.coursera.org/learn/assets-threats-and-vulnerabilities,Google,Beginner Course 1 - 4 Weeks
206,Algorithms,4.5,"Skills you'll gain: Algorithms, Theoretical Computer Science, Computer Programming, Problem Solving, Graph Theory, Mathematics, Data Structures, Computational Thinking, Mathematical Theory & Analysis, Critical Thinking, Computational Logic, Programming Principles, Software Engineering",https://www.coursera.org/specializations/algorithms,Stanford University,Intermediate Specialization 3 - 6 Months
207,Successful Negotiation: Essential Strategies and Skills,4.5,"Skills you'll gain: Contract Management, Negotiation, Communication, Decision Making, Strategy",https://www.coursera.org/learn/negotiation-skills,University of Michigan,Beginner Course 1 - 3 Months
208,Stanford Introduction to Food and Health,4.5,,https://www.coursera.org/learn/food-and-health,Stanford University,Beginner Course 1 - 3 Months
209,Entrepreneurship: Growing Your Business,4.5,"Skills you'll gain: Leadership and Management, Strategy and Operations, Strategy, Critical Thinking, Leadership Development, Decision Making, Business Development, Entrepreneurship, Human Learning, Business Analysis, Communication, Finance, Account Management, Accounting, Accounts Payable and Receivable, Emotional Intelligence, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Organizational Development, Planning, Problem Solving, Business Transformation, Marketing, Sales, Business Design, Cash Management, Financial Management, Customer Success, Innovation",https://www.coursera.org/specializations/entrepreneurship-growing-your-business,University of Virginia,Beginner Specialization 3 - 6 Months
210,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",4.5,"Skills you'll gain: Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning",https://www.coursera.org/learn/deep-neural-network,DeepLearning.AI,Intermediate Course 1 - 4 Weeks
211,Analyze Data to Answer Questions,4.5,"Skills you'll gain: Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",https://www.coursera.org/learn/analyze-data,Google,Beginner Course 1 - 4 Weeks
212,Excel Basics for Data Analysis,4.5,"Skills you'll gain: Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science",https://www.coursera.org/learn/excel-basics-data-analysis-ibm,IBM,Beginner Course 1 - 3 Months
213,Data Structures and Algorithms,4.5,"Skills you'll gain: Algorithms, Theoretical Computer Science, Computer Programming, Data Structures, Problem Solving, Mathematics, Computational Thinking, Computer Programming Tools, Computational Logic, Critical Thinking, Graph Theory, Programming Principles, Mathematical Theory & Analysis, C++ Programming, Algebra, Software Testing",https://www.coursera.org/specializations/data-structures-algorithms,University of California San Diego,Intermediate Specialization 3 - 6 Months
214,Artificial Intelligence in Marketing,4.5,"Skills you'll gain: Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Big Data, Customer Success, Machine Learning Algorithms, Strategy and Operations",https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,University of Virginia,Beginner Course 1 - 4 Weeks
215,Global Procurement and Sourcing,4.5,"Skills you'll gain: Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",https://www.coursera.org/specializations/procurement-sourcing,Rutgers the State University of New Jersey,Beginner Specialization 3 - 6 Months
216,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,4.9,"Skills you'll gain: Negotiation, Game Theory, Strategy",https://www.coursera.org/learn/negotiation,Yale University,Mixed Course 1 - 3 Months
217,Getting started with Google Workspace,4.9,"Skills you'll gain: Collaboration, Google Cloud Platform, Communication, Cloud Applications, User Experience, Cloud Platforms, Leadership and Management, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, People Management, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Exploratory Data Analysis, Design and Product, Visual Design, Graphic Design",https://www.coursera.org/specializations/getting-started-with-google-workspace,Google Cloud,Beginner Specialization 3 - 6 Months
218,Business Analytics with Excel: Elementary to Advanced,4.9,"Skills you'll gain: Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",https://www.coursera.org/learn/business-analytics-excel,Johns Hopkins University,Intermediate Course 1 - 3 Months
219,Mathematics for Machine Learning,4.9,"Skills you'll gain: Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Computational Logic, Algorithms, Differential Equations, Applied Mathematics, Problem Solving, Statistical Analysis, Dimensionality Reduction, Computer Programming Tools, Regression",https://www.coursera.org/specializations/mathematics-machine-learning,Imperial College London,Beginner Specialization 3 - 6 Months
220,Preparation for CompTIA A+ Certification,4.9,"Skills you'll gain: Linux, Operating Systems",https://www.coursera.org/specializations/preparation-comptia-certification,IBM,Intermediate Specialization 3 - 6 Months
221,TensorFlow: Advanced Techniques,4.9,"Skills you'll gain: Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Strategy",https://www.coursera.org/specializations/tensorflow-advanced-techniques,DeepLearning.AI,Intermediate Specialization 3 - 6 Months
222,Achieving Personal and Professional Success,4.9,"Skills you'll gain: Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Negotiation, Influencing, Innovation",https://www.coursera.org/specializations/wharton-success,University of Pennsylvania,Beginner Specialization 3 - 6 Months
223,UI / UX Design,4.9,"Skills you'll gain: Critical Thinking, Design and Product, Front-End Web Development, Graphic Design, Human Computer Interaction, Interactive Design, User Experience, User Experience Design, Visual Design, Web Design, Strategy",https://www.coursera.org/specializations/ui-ux-design,California Institute of the Arts,Beginner Specialization 3 - 6 Months
224,Google Project Management,4.9,"Skills you'll gain: Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Conflict Management, Emotional Intelligence, People Management, Resilience, Compensation, People Analysis, Network Security, Data Analysis Software, Adaptability, Organizational Development, Project Management, Culture",https://www.coursera.org/professional-certificates/gestion-de-projet-google,Google,Beginner Professional Certificate 3 - 6 Months
225,Management of Fashion and Luxury Companies,4.9,"Skills you'll gain: Brand Management, Leadership and Management, Marketing, Retail Sales, Strategy, Communication, Customer Analysis, Design and Product, Market Analysis, Media Strategy & Planning, Product Design",https://www.coursera.org/learn/mafash,Università Bocconi,Mixed Course 1 - 3 Months
226,Private Equity and Venture Capital,4.9,"Skills you'll gain: Business Analysis, Entrepreneurial Finance, Finance, Financial Management, Investment Management, Mergers & Acquisitions, Entrepreneurship, Decision Making, Financial Analysis, Leadership and Management",https://www.coursera.org/learn/private-equity,Università Bocconi,Mixed Course 1 - 3 Months
227,Organizational Analysis,4.9,"Skills you'll gain: Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, People Analysis",https://www.coursera.org/learn/organizational-analysis,Stanford University,Beginner Course 1 - 3 Months
228,Modern and Contemporary Art and Design,4.8,"Skills you'll gain: Design and Product, Critical Thinking, Creativity",https://www.coursera.org/specializations/modern-contemporary-art-design,The Museum of Modern Art,Beginner Specialization 3 - 6 Months
229,Preparing for Google Cloud Certification: Machine Learning Engineer,4.8,"Skills you'll gain: Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Cloud Computing, Machine Learning Software, Cloud Platforms, Machine Learning Algorithms, Deep Learning, Tensorflow, Feature Engineering, Artificial Neural Networks, Training, DevOps, Exploratory Data Analysis, Python Programming, Cloud-Based Integration, Data Analysis, Data Visualization, Probability & Statistics, Statistical Programming, Big Data, Regression, Statistical Visualization, SQL, Algorithms, Continuous Integration, Cloud API, Apache, Extract, Transform, Load, Docker (Software)",https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,Google Cloud,Intermediate Professional Certificate 3 - 6 Months
230,Risk Management,4.8,"Skills you'll gain: Leadership and Management, Risk Management, Finance, Probability & Statistics, Strategy, Financial Analysis, Strategy and Operations, Operations Management, Statistical Tests, Business Analysis, Business Process Management, Operational Analysis, Market Analysis, Financial Management, Statistical Analysis, Regulations and Compliance, Banking, General Statistics, Operating Systems, Operations Research, Critical Thinking, Probability Distribution, Market Research",https://www.coursera.org/specializations/risk-management,New York Institute of Finance,Beginner Specialization 3 - 6 Months
231,Introduction to Social Media Marketing,4.8,"Skills you'll gain: Communication, Marketing, Digital Marketing, Social Media, Media Strategy & Planning, Advertising, Entrepreneurship, Marketing Management",https://www.coursera.org/learn/social-media-marketing-introduction,Meta,Beginner Course 1 - 3 Months
232,Accelerated Computer Science Fundamentals,4.8,"Skills you'll gain: Computer Programming, C Programming Language Family, Data Structures, Algorithms, C++ Programming, Theoretical Computer Science, Programming Principles, Computational Thinking, Problem Solving, Computer Programming Tools, Critical Thinking, Computational Logic, Graph Theory",https://www.coursera.org/specializations/cs-fundamentals,University of Illinois at Urbana-Champaign,Intermediate Specialization 1 - 3 Months
233,Project Management,4.8,"Skills you'll gain: Leadership and Management, Project Management, Planning, Strategy and Operations, Product Management, Agile Software Development, People Management, Strategy, Scrum (Software Development), Performance Management, Risk Management, Business Process Management, Business Communication, Decision Making, Adaptability, Product Development, Data Analysis, Estimation, Budget Management",https://www.coursera.org/specializations/meem-project-management,University of Colorado Boulder,Beginner Specialization 1 - 3 Months
234,Fundamentals of Quantitative Modeling,4.8,"Skills you'll gain: Business Analysis, Data Model, Finance, Forecasting, General Statistics, Mathematical Theory & Analysis, Probability & Statistics, Regression, Statistical Analysis, Basic Descriptive Statistics",https://www.coursera.org/learn/wharton-quantitative-modeling,University of Pennsylvania,Mixed Course 1 - 4 Weeks
235,From Likes to Leads: Interact with Customers Online,4.8,"Skills you'll gain: Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Social Media, Advertising, Data Analysis, Strategy",https://www.coursera.org/learn/from-likes-to-leads,Google,Beginner Course 1 - 3 Months
236,Fintech: Foundations & Applications of Financial Technology,4.8,"Skills you'll gain: FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Algorithms, Behavioral Economics, Entrepreneurial Finance, Market Research, Cryptography, Customer Analysis, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, System Security, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation",https://www.coursera.org/specializations/wharton-fintech,University of Pennsylvania,Beginner Specialization 3 - 6 Months
237,Project Management & Other Tools for Career Development,4.8,"Skills you'll gain: Project Management, Communication, Collaboration, Decision Making, Leadership and Management, Strategy and Operations, Business Communication, People Management, Problem Solving, Business Analysis, Conflict Management, Critical Thinking, Professional Development, Customer Relationship Management, Negotiation, Writing, Deep Learning, Planning, Business Research, Benefits, Correlation And Dependence, Data Visualization Software, Exploratory Data Analysis, Risk Management, Scrum (Software Development)",https://www.coursera.org/specializations/project-management-success,"University of California, Irvine",Beginner Specialization 3 - 6 Months
238,Methods and Statistics in Social Sciences,4.8,"Skills you'll gain: Probability & Statistics, Statistical Tests, General Statistics, Statistical Analysis, Correlation And Dependence, Statistical Programming, Basic Descriptive Statistics, Research and Design, Data Analysis, Regression, Adaptability, Computational Thinking, Critical Thinking, People Analysis, Theoretical Computer Science, Writing, Probability Distribution, Problem Solving, R Programming, Experiment, Mathematical Theory & Analysis, Computer Programming",https://www.coursera.org/specializations/social-science,University of Amsterdam,Beginner Specialization 3 - 6 Months
239,Leading People and Teams,4.8,"Skills you'll gain: Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Business Analysis, Marketing, Recruitment",https://www.coursera.org/specializations/leading-teams,University of Michigan,Beginner Specialization 3 - 6 Months
240,System Administration and IT Infrastructure Services,4.7,"Skills you'll gain: Cloud Computing, Leadership and Management",https://www.coursera.org/learn/system-administration-it-infrastructure-services,Google,Beginner Course 1 - 3 Months
241,Foundations of Data Science,4.7,"Skills you'll gain: Communication, Data Analysis, Planning, Project Management",https://www.coursera.org/learn/foundations-of-data-science,Google,Advanced Course 1 - 3 Months
242,Intellectual Property Law,4.7,"Skills you'll gain: Critical Thinking, Strategy, Innovation, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Design and Product",https://www.coursera.org/specializations/introduction-intellectual-property,University of Pennsylvania,Intermediate Specialization 3 - 6 Months
243,Capstone: Applying Project Management in the Real World,4.7,"Skills you'll gain: Communication, Leadership and Management, Planning, Problem Solving, Project Management",https://www.coursera.org/learn/applying-project-management,Google,Beginner Course 1 - 4 Weeks
244,Cybersécurité Google,4.7,"Skills you'll gain: Linux, SQL",https://www.coursera.org/professional-certificates/cybersecurite-google,Google,Beginner Professional Certificate 3 - 6 Months
245,Data Analysis with R Programming,4.7,"Skills you'll gain: R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",https://www.coursera.org/learn/data-analysis-r,Google,Beginner Course 1 - 3 Months
246,Machine Learning with Python,4.7,"Skills you'll gain: Machine Learning, Algorithms, Data Analysis, Human Learning, Python Programming, Regression",https://www.coursera.org/learn/machine-learning-with-python,IBM,Intermediate Course 1 - 3 Months
